Gene_A	Gene_B	correlation
AT1G31660	AT3G13940	0.9509993328002064
AT1G12650	AT5G57280	0.9509425751044523
AT1G01940	AT5G64270	0.950919483261365
AT1G32990	AT1G68590	0.9508782891108263
AT1G10490	AT5G57870	0.9508504759235817
AT1G31660	AT1G52980	0.9508327138174393
AT1G06380	AT3G01160	0.950830400810755
AT1G24510	AT3G03960	0.9506887859563362
AT1G19150	AT4G39710	0.9506775459319514
AT1G67730	AT1G68530	0.9506414978357337
AT1G47710	AT5G56630	0.950638451459658
AT1G20920	AT3G19840	0.9506332261475317
AT1G16350	AT4G14930	0.950534381833765
AT1G56110	AT3G11830	0.9504574088146827
AT1G30820	AT3G13940	0.9504083785840993
AT1G72320	AT5G11240	0.9503931956485737
AT1G56110	AT3G23620	0.9503894920458765
AT1G06380	AT4G22380	0.9502975232460023
AT1G60620	AT1G60850	0.9502908807119829
AT1G12650	AT3G06530	0.9502781562335052
AT1G22270	AT5G47880	0.9502519136796903
AT1G03130	AT1G21500	0.9502498373669872
AT1G06380	AT5G59240	0.9502151861651774
AT1G52980	AT5G14520	0.9501838026483963
AT1G06380	AT1G15440	0.9501058764476804
AT1G12110	AT5G62680	0.9500931229555815
AT1G21500	AT1G52230	0.9500876711620025
AT1G13160	AT4G28200	0.9500476888565176
AT1G02870	AT3G23620	0.9500445033287527
AT1G04870	AT5G16750	0.9500195640934108
AT1G04870	AT4G25730	0.9499588675498607
AT1G74090	AT2G31790	0.9499373430764747
AT1G15440	AT1G16280	0.9499027648660985
AT1G72320	AT3G01160	0.9498925198614235
AT1G06720	AT5G57280	0.9498386129300217
AT1G11960	AT2G19450	0.9498080300744017
AT1G03130	AT1G54780	0.949742165935863
AT1G16280	AT3G21300	0.949664676771188
AT1G29940	AT4G05410	0.9496198150578525
AT1G44000	AT2G04039	0.9495696338598059
AT1G31660	AT2G40700	0.9495532362438055
AT1G31660	AT3G57660	0.9495272753596103
AT1G52980	AT3G06530	0.9495055762412884
AT1G44000	AT5G23060	0.9494566982521865
AT1G25260	AT4G31790	0.9493966783099145
AT1G29940	AT5G52820	0.9493467509055586
AT1G10580	AT1G20920	0.9492936688007385
AT1G69070	AT4G25730	0.9492689854284764
AT1G06380	AT3G13940	0.9492642981101261
AT1G30820	AT5G52820	0.9492505262404448
AT1G52980	AT2G40360	0.9492205039441042
AT1G31660	AT2G47420	0.9491489093354938
AT1G15820	AT2G21330	0.9491399895472448
AT1G54770	AT4G22380	0.9491362671849403
AT1G54770	AT5G15550	0.9491011930697849
AT1G02870	AT3G13940	0.9490480521735334
AT1G06720	AT3G56990	0.9489521551407339
AT1G75670	AT5G66540	0.9489278895377574
AT1G52930	AT3G06530	0.9489253367889683
AT1G06380	AT3G22660	0.9489214440273791
AT1G75670	AT4G05410	0.9489174156347422
AT1G10490	AT4G34910	0.9488483817879736
AT1G72320	AT3G56990	0.9488062128594252
AT1G31660	AT3G16840	0.9487784322455634
AT1G19835	AT2G01910	0.9487190063967195
AT1G29940	AT4G19610	0.9486929016029428
AT1G16720	AT1G50250	0.9486923838255862
AT1G63980	AT5G57120	0.9486425355586205
AT1G56110	AT1G69070	0.9486302271366175
AT1G49400	AT3G25920	0.9486103369391088
AT1G10490	AT3G18600	0.9486027810130105
AT1G12650	AT2G34570	0.9485919028903149
AT1G42440	AT3G05060	0.9485217618494983
AT1G25260	AT1G79150	0.9485156557866209
AT1G10490	AT5G52820	0.9485017269725282
AT1G15440	AT4G38890	0.9484298789604141
AT1G25260	AT1G31660	0.948392611528163
AT1G13160	AT4G04940	0.9483693814105754
AT1G10090	AT1G72700	0.9483345189954479
AT1G20450	AT3G50970	0.9483088946598496
AT1G54780	AT1G74470	0.9483067984418682
AT1G06380	AT5G05210	0.9482383120737272
AT1G02870	AT5G38720	0.948215198647878
AT1G13160	AT3G24080	0.9482151979948967
AT1G10580	AT2G47250	0.9482130841538092
AT1G15440	AT5G63120	0.9482010728968842
AT1G75670	AT3G23620	0.9481283118286465
AT1G77030	AT3G02320	0.9480669735991241
AT1G10580	AT3G62840	0.948048310070027
AT1G08880	AT2G28720	0.948028717893897
AT1G56190	AT5G22620	0.948010387341247
AT1G12650	AT4G22380	0.9479857184858774
AT1G16280	AT4G25730	0.9479305588780917
AT1G10580	AT5G63120	0.9479125743695203
AT1G52930	AT5G50320	0.9479088893152613
AT1G52930	AT3G18600	0.9478246490268414
AT1G73030	AT2G06530	0.9478157146559228
AT1G52930	AT2G27840	0.9477884748486067
AT1G25260	AT1G51380	0.947782613013014
AT5G16590	AT5G65700	0.9477456315938644
AT1G56110	AT5G44320	0.9476976032332743
AT1G16280	AT3G12270	0.9476779336528117
AT1G01940	AT1G10580	0.9476684834936708
AT1G19150	AT2G47910	0.9476648874593887
AT1G25260	AT3G12860	0.9476606792821423
AT1G52980	AT3G11964	0.947617867317953
AT1G34220	AT4G35730	0.9476015306692529
AT1G10490	AT5G15750	0.9475775929276857
AT1G77180	AT5G64270	0.9475728133518319
AT1G72320	AT3G16810	0.9475613597045945
AT1G32900	AT4G10120	0.9475555608237328
AT1G76100	AT2G21330	0.9475241626115265
AT1G15980	AT1G51110	0.9475108724390265
AT1G15950	AT3G19450	0.9474988285764788
AT1G10490	AT2G40360	0.9474614969659889
AT1G10490	AT3G16840	0.9473982356676601
AT1G25260	AT5G57280	0.9473874500128341
AT1G03530	AT3G01160	0.9473864655180777
AT1G10490	AT3G57940	0.9473836099186982
AT1G30820	AT3G57660	0.9473770127846667
AT1G31870	AT3G19840	0.9472945318686592
AT1G16280	AT5G15750	0.9472801131073865
AT1G72320	AT5G20600	0.9472262232838554
AT1G50920	AT2G29540	0.9472033938272852
AT1G03530	AT3G56990	0.9471729010814779
AT1G31660	AT4G31790	0.9471436300951065
AT1G76100	AT3G21055	0.9471423457527672
AT1G10490	AT3G23620	0.9471234107641834
AT1G74100	AT2G20610	0.9470379763690883
AT1G30240	AT5G11240	0.9470142955860549
AT1G52930	AT2G44860	0.946963055198197
AT1G12650	AT5G20160	0.9469285574563038
AT1G32060	AT3G55800	0.9469159012773617
AT1G29940	AT5G15750	0.9468606340035972
AT1G03130	AT3G21055	0.9468535744449007
AT1G29940	AT2G40700	0.9468503538958216
AT1G75670	AT2G37990	0.9466989234531817
AT1G65230	AT3G48420	0.946631373458233
AT1G06720	AT1G54770	0.9466071099210157
AT1G36310	AT5G50320	0.9465998770774535
AT1G03330	AT5G48870	0.9465960681372221
AT1G16280	AT4G25630	0.9465386931355843
AT1G49540	AT4G04940	0.9465287274553108
AT1G12650	AT4G05410	0.9465066429181409
AT1G01940	AT1G07360	0.9464677161379457
AT1G31660	AT2G44510	0.9464233033225327
AT1G23740	AT1G68010	0.9462329894139362
AT1G06380	AT3G57940	0.9461994750808662
AT1G75670	AT3G11964	0.9461432452040264
AT1G42440	AT3G09720	0.9461315753926185
AT1G72320	AT2G47420	0.9461288965454169
AT1G75670	AT5G15750	0.9461277651493769
AT1G16280	AT5G59980	0.9460786461125973
AT1G20630	AT3G58570	0.9460466872080255
AT1G31660	AT3G10090	0.9460379993962224
AT1G54770	AT5G20160	0.9459771861598242
AT1G02870	AT2G44510	0.9459486196633126
AT1G31660	AT1G72320	0.9459366868379216
AT1G09010	AT2G24280	0.9459330312263835
AT1G62800	AT3G57050	0.9459043250054359
AT1G56110	AT2G47420	0.9458715748010555
AT1G06380	AT3G55620	0.9458653114881261
AT1G77180	AT2G47250	0.9458625597180316
AT1G69070	AT4G26600	0.9458282485568047
AT1G60850	AT4G26600	0.9457980133396173
AT1G72320	AT3G55510	0.9457890988611284
AT1G31660	AT5G15550	0.9457395279603855
AT1G60620	AT4G26600	0.9457303980643103
AT1G51400	AT3G21055	0.9457284701383522
AT1G15420	AT4G04940	0.9456989806963548
AT1G30820	AT3G06530	0.9456427323440724
AT1G09340	AT5G52100	0.9455543638123183
AT1G06720	AT1G79150	0.9455076161592185
AT1G04945	AT4G01560	0.9454935418012042
AT1G52980	AT1G75670	0.9454858051580548
AT1G62200	AT5G13400	0.9454760610030345
AT1G32990	AT4G34620	0.9454132253211726
AT1G29940	AT2G19540	0.9454002927579153
AT1G15420	AT2G34570	0.945384455801978
AT1G52930	AT3G07750	0.9453770495079344
AT1G56300	AT4G16146	0.9453757858809734
AT1G10580	AT3G19840	0.9452644806656733
AT1G52980	AT2G18900	0.9452526768872954
AT1G25260	AT3G09720	0.9452503963383946
AT1G25260	AT3G49180	0.9451247684780612
AT1G10490	AT2G45730	0.9451015735950621
AT1G18040	AT3G02920	0.9451000402592078
AT1G72320	AT2G03820	0.9450870576647795
AT1G23800	AT4G33070	0.9450435157773482
AT1G15440	AT3G55510	0.9450112045323624
AT1G56190	AT4G01800	0.9449924624729091
AT1G32560	AT3G53040	0.9449559842199434
AT1G04945	AT1G16280	0.9449267961769855
AT1G56110	AT3G57150	0.9448828221254424
AT1G51400	AT5G01530	0.9448552627829868
AT1G56110	AT4G25730	0.9448544970896183
AT1G50250	AT2G47940	0.9448344248068506
AT1G25260	AT3G12340	0.9448009055077725
AT1G10490	AT1G79150	0.9447923093370207
AT1G51510	AT3G62840	0.9447297484905894
AT1G20920	AT1G51510	0.9447275345179639
AT1G32450	AT2G02040	0.944629210389904
AT1G54770	AT3G15460	0.9445541164632404
AT1G42970	AT4G24620	0.9444958017962137
AT1G15420	AT4G28200	0.9444710958799731
AT1G72320	AT3G23620	0.9444109493345835
AT1G07440	AT2G29320	0.9443623114380031
AT1G07360	AT1G31870	0.9442948737655658
AT1G51400	AT1G76100	0.9442869358396713
AT1G25260	AT1G75670	0.9442501155931786
AT1G06380	AT2G17250	0.9442458033533258
AT1G15440	AT3G01160	0.9442092676372194
AT1G52930	AT3G15080	0.944087816523991
AT1G25260	AT4G05410	0.9440820052244759
AT1G10490	AT4G05410	0.9440343078872229
AT1G29940	AT4G01560	0.9440265666907782
AT1G07070	AT5G35680	0.9440244805065241
AT1G74090	AT4G13770	0.9440091447417145
AT1G75670	AT5G50320	0.9439953079982688
AT1G72320	AT3G02320	0.9439890726741906
AT1G31660	AT3G01160	0.9439677930972191
AT1G10490	AT5G54910	0.9439504805323838
AT1G75670	AT5G15550	0.9439411858751854
AT1G32080	AT5G58260	0.9439160289522548
AT1G56110	AT3G06530	0.9439118306544051
AT1G04870	AT1G25260	0.9438688005438214
AT1G56110	AT5G15750	0.9438333906165249
AT1G52980	AT4G01560	0.943799995334603
AT1G15440	AT5G48240	0.9437819694372958
AT1G69070	AT4G16630	0.9437239784763806
AT1G06380	AT3G06530	0.9436998697595941
AT1G15440	AT2G45730	0.9436316462875455
AT1G31660	AT5G14050	0.9435860816527166
AT1G16280	AT3G55510	0.9435339984018061
AT1G62560	AT4G12030	0.9434614574223605
AT1G16280	AT3G13940	0.9434604098212558
AT1G20090	AT2G38440	0.9434559345671197
AT1G69870	AT3G16180	0.9434454267625465
AT1G31660	AT3G23620	0.9434366155896735
AT1G21380	AT1G67300	0.9433856319240725
AT1G42440	AT5G11240	0.9433214906330385
AT1G64680	AT5G43850	0.9432795193172644
AT1G29940	AT3G10530	0.9431598786611043
AT1G66330	AT3G17040	0.9431351877062947
AT1G11240	AT5G15750	0.9431250793530441
AT1G72320	AT4G34910	0.9431111545176922
AT1G54780	AT4G09650	0.9430462300302863
AT1G23740	AT5G64940	0.9430196655315929
AT1G69070	AT1G79150	0.9430129358930897
AT1G50920	AT4G20980	0.9429821707276083
AT1G23390	AT3G59940	0.9429756289688251
AT1G29940	AT3G26410	0.9429567513390587
AT1G11240	AT3G55510	0.9429544106224758
AT1G16280	AT2G47990	0.9429463079638257
AT1G16280	AT3G12860	0.9429321314041998
AT1G77180	AT3G19840	0.9428956779555506
AT1G73630	AT3G46970	0.9428339843300397
AT1G01100	AT3G53890	0.9428265130545238
AT1G48920	AT4G05410	0.9427875188496657
AT1G72320	AT1G75670	0.9427721032842248
AT1G12650	AT3G15460	0.9427430886829969
AT1G02330	AT1G61620	0.9426533150062862
AT1G51510	AT3G01150	0.942484690019062
AT1G31660	AT1G52930	0.9424612079139448
AT1G54770	AT5G15750	0.9424051300773271
AT1G29940	AT2G18220	0.9423868304272728
AT1G09200	AT5G59870	0.9423824947262444
AT1G35340	AT3G61210	0.9423017107650101
AT1G72990	AT4G29220	0.942281993819967
AT1G12110	AT4G13510	0.9422425721794925
AT1G31660	AT5G48240	0.9422392000852761
AT1G15820	AT1G76100	0.9422155876705886
AT1G77180	AT5G20160	0.9422088011441162
AT1G48920	AT4G34910	0.9421586799062204
AT1G04870	AT3G26410	0.9421478707727412
AT1G72320	AT2G40360	0.942073741186439
AT1G07360	AT5G20160	0.9420614469838302
AT1G52230	AT4G15510	0.9420599454153937
AT1G24310	AT3G16310	0.9420104213080639
AT1G15440	AT5G37130	0.9420078548202715
AT1G51680	AT5G04230	0.9419899415528762
AT1G09350	AT2G42540	0.9419748663466352
AT1G25260	AT2G18900	0.9419427957759124
AT1G01620	AT4G00430	0.9419258791331135
AT1G75670	AT5G52820	0.9419196081206576
AT1G31660	AT1G80270	0.9419173574103077
AT1G64600	AT5G14050	0.9418428972400292
AT1G54780	AT2G33180	0.9417794471963497
AT1G48160	AT3G04920	0.9417706455741088
AT1G32060	AT2G24270	0.9417172072337402
AT1G10490	AT5G59240	0.9417098607409052
AT1G75670	AT3G01160	0.941684097406514
AT1G51510	AT5G63120	0.9416726788519479
AT1G06720	AT3G06530	0.9416598504581163
AT1G15950	AT5G54160	0.9416442323980853
AT1G75670	AT4G28200	0.9416143190420221
AT1G03130	AT5G01530	0.9415973119573884
AT1G52690	AT5G06760	0.9415886735565002
AT1G77180	AT3G01150	0.9415744784672453
AT1G21500	AT3G21055	0.9415439362190544
AT1G32990	AT5G40950	0.941518651530302
AT1G44446	AT1G75100	0.9414967308481166
AT1G07360	AT1G20920	0.941478080733963
AT1G29940	AT1G69070	0.941475850929216
AT4G35310	AT5G03240	0.9414337548348434
AT1G03530	AT5G11240	0.9414226306289231
AT1G31660	AT2G45710	0.9414221712772092
AT2G01950	AT2G47930	0.9413458771323876
AT1G23740	AT2G21330	0.9413301323627123
AT1G48920	AT2G34570	0.941324738480107
AT1G16280	AT4G19610	0.9413035811256902
AT1G76180	AT3G50970	0.9412449582811858
AT1G04870	AT5G11240	0.9412348466409536
AT1G14320	AT5G10360	0.9412295084942011
AT1G64510	AT5G65220	0.9412191139404346
AT1G51400	AT5G46110	0.9412154660719909
AT1G56110	AT3G16840	0.941206276879485
AT1G34220	AT4G36940	0.9411820946537228
AT1G64600	AT4G16630	0.9411697513522198
AT1G25260	AT2G25355	0.941147121522554
AT1G12650	AT4G04940	0.9411111887271024
AT1G77180	AT5G14520	0.941108410801383
AT1G70630	AT4G13990	0.9411033663875725
AT1G29940	AT4G28450	0.9410757470049335
AT1G75670	AT4G19610	0.9410629140060441
AT1G06720	AT5G50320	0.9410348307738514
AT1G29940	AT1G64600	0.9409547541345666
AT1G04945	AT3G22660	0.9409254363965811
AT1G02870	AT5G15550	0.9409243998728971
AT1G51400	AT3G26650	0.940906987598607
AT1G72320	AT5G41190	0.9409045505660865
AT1G69070	AT5G38890	0.940784880184234
AT1G75690	AT5G17170	0.9407684711403439
AT1G15420	AT5G20600	0.9407593272632462
AT1G01230	AT1G67300	0.9407516726980909
AT1G11960	AT1G47710	0.9407347366291119
AT1G10490	AT1G15440	0.9407002132892979
AT1G06380	AT5G11240	0.9406860052912598
AT1G07180	AT5G53580	0.9406795131536714
AT1G44446	AT1G68830	0.9406416406408544
AT1G54780	AT3G54890	0.9405924502397904
AT1G02870	AT5G61330	0.9405873266047136
AT1G18540	AT2G47610	0.9405802762433209
AT1G32200	AT5G04040	0.9405378029826926
AT1G63810	AT3G12860	0.9405367317801419
AT1G52930	AT5G08180	0.9405322942305105
AT1G10490	AT4G02400	0.9404962241061897
AT1G06380	AT5G08620	0.9404173099111117
AT1G30360	AT1G47710	0.9404022198656822
AT1G16720	AT1G68830	0.9403938168252305
AT1G64600	AT5G16750	0.9403172094456556
AT1G23740	AT1G56190	0.9402528185816409
AT1G06380	AT1G75670	0.940248027817663
AT1G71850	AT4G25630	0.9402237152394817
AT1G75690	AT3G63140	0.9402189435634051
AT1G76100	AT5G23060	0.9402018995799076
AT1G13160	AT2G34570	0.9401662586364575
AT1G54770	AT5G20600	0.9401636098958154
AT1G69070	AT5G38720	0.9401245805767668
AT1G29940	AT3G57150	0.9401109670312846
AT1G62320	AT1G67300	0.9401100938996187
AT1G75670	AT3G13940	0.9400873328302695
AT1G72700	AT3G16180	0.940075092846437
AT1G29940	AT4G28200	0.9400707563518342
AT1G03530	AT2G40700	0.9400399507593132
AT1G10490	AT2G47250	0.9399940295618278
AT1G48920	AT4G22380	0.9399939078447154
AT1G52980	AT3G18600	0.9399433736371635
AT1G76730	AT3G21390	0.9398897126535942
AT1G14320	AT4G31700	0.9398740956474957
AT1G23740	AT3G26570	0.9398700080707123
AT1G68010	AT5G01530	0.9398063584447461
AT1G25260	AT5G61770	0.9397659604843907
AT1G12650	AT5G17930	0.9397520125481843
AT1G56110	AT4G25630	0.9397483796487429
AT1G23740	AT1G54780	0.9396912357563951
AT1G16280	AT5G08620	0.9396695031016294
AT1G12650	AT1G52930	0.9396662835318305
AT1G25260	AT4G28200	0.9396330408243716
AT1G52930	AT3G01160	0.9396085767188481
AT1G28060	AT3G19840	0.9395867511223892
AT1G69070	AT5G66540	0.9395831322586566
AT1G20630	AT3G56090	0.9395434417994198
AT1G16280	AT5G20600	0.9394716353998065
AT1G53500	AT3G29360	0.9394663033243894
AT1G29940	AT3G16840	0.9394630436410789
AT1G29940	AT2G21440	0.939451780060013
AT1G54780	AT3G08940	0.9394024046997834
AT1G64510	AT3G62030	0.9393535111719715
AT1G12650	AT5G11240	0.9393518274966516
AT2G38310	AT5G21170	0.9393211176398689
AT1G23310	AT5G04140	0.9393105995881003
AT1G14150	AT4G39710	0.9392870466494649
AT1G76100	AT4G09650	0.9392671521919028
AT1G25260	AT1G63810	0.9391455526002265
AT1G15440	AT4G25730	0.9391159086672121
AT1G77180	AT2G17870	0.9391058164868579
AT1G67230	AT4G31430	0.9390814804145722
AT1G75670	AT2G18220	0.939068156184006
AT1G24100	AT1G74090	0.9390399511546751
AT1G36310	AT3G26410	0.9390179741951149
AT1G25260	AT3G22660	0.9390037748389229
AT1G77930	AT5G18140	0.9389403569801936
AT1G02870	AT4G28200	0.9389049436378571
AT1G14620	AT5G64650	0.938886184876689
AT1G25260	AT1G52980	0.9388691975476023
AT1G54770	AT5G48240	0.9388329970823298
AT1G31280	AT3G09480	0.9388248485152845
AT1G25260	AT4G25730	0.9387746715888112
AT1G11240	AT4G34910	0.9387714572487159
AT1G02870	AT4G01560	0.9387593829371912
AT1G31660	AT3G10530	0.9387356742536801
AT1G11960	AT1G72700	0.9387309858695113
AT1G16280	AT3G23620	0.9387101579751999
AT1G80050	AT4G22570	0.9387095747533474
AT1G49410	AT3G46560	0.9386560011568813
AT1G52930	AT3G09720	0.9386183551875995
AT1G30360	AT1G72700	0.9386086671501259
AT1G31660	AT4G26600	0.9385583887448674
AT1G44446	AT5G64940	0.9385478362017694
AT1G49540	AT5G52820	0.9385370259367434
AT1G09340	AT1G42970	0.9384767993605057
AT1G51680	AT2G40890	0.9384481681490808
AT1G67730	AT5G04530	0.9384446073295575
AT1G56110	AT2G37990	0.9384156660641958
AT1G12650	AT5G15550	0.9384094832353617
AT1G02870	AT2G19380	0.9383853166506556
AT1G72320	AT2G19380	0.9383617282159339
AT1G09200	AT5G10390	0.9383421029147347
AT1G19920	AT4G14680	0.9383287779907634
AT1G51400	AT4G21280	0.9382469079737402
AT1G25260	AT3G26410	0.9381790621870596
AT1G04945	AT5G54910	0.9381560416329738
AT1G56110	AT3G11964	0.938123442905985
AT1G69070	AT3G13230	0.9380869283987007
AT1G29940	AT1G72320	0.9380614995870004
AT1G52230	AT4G21280	0.9380038353427881
AT1G06720	AT1G12650	0.937986300079124
AT1G29940	AT4G04940	0.9379606044288914
AT1G17380	AT1G72520	0.9378644348045455
AT1G29940	AT5G55920	0.9378481152366007
AT1G56110	AT5G52820	0.9377589902814705
AT1G28060	AT4G22380	0.9377545623268547
AT1G10580	AT2G17870	0.9377440987965124
AT1G13160	AT3G09720	0.937712625015579
AT1G25260	AT4G19610	0.9377111220275417
AT1G10490	AT1G72320	0.9377013652053122
AT1G29940	AT1G30820	0.9376900314456318
AT1G72320	AT4G19610	0.9376415474283387
AT1G52930	AT2G44510	0.9376372513487237
AT1G06380	AT4G34910	0.9376028834298726
AT1G06720	AT3G58660	0.9375181223713849
AT1G02870	AT3G55620	0.9375166434514812
AT1G16280	AT3G06530	0.9375158946137632
AT1G25260	AT2G17250	0.9375108774146798
AT1G47710	AT5G56350	0.9374983681473218
AT1G56110	AT3G55510	0.9374928674352557
AT1G02870	AT2G18220	0.9374909642727907
AT1G76100	AT3G08940	0.937454621791838
AT1G29940	AT5G54910	0.9374534125201924
AT1G56110	AT2G18220	0.9373809552479725
AT1G29440	AT1G29450	0.9373765573098792
AT1G70760	AT5G58260	0.9373762880229879
AT1G64600	AT1G69070	0.9373702254128086
AT1G10760	AT5G26570	0.9373632737085573
AT1G25260	AT3G23620	0.9373589764188124
AT1G03360	AT5G61770	0.9372857496861697
AT1G56600	AT4G23920	0.9372405318105331
AT1G22270	AT3G62840	0.9372340631314569
AT1G54770	AT2G17250	0.937217070403054
AT1G02870	AT4G26600	0.9371910140514951
AT1G55900	AT5G55200	0.9371900859544745
AT1G13160	AT2G47990	0.9371530073780999
AT1G75690	AT4G35760	0.9371292534060722
AT1G03360	AT5G08180	0.9371149956066187
AT1G54770	AT2G47990	0.9370923243770299
AT1G25260	AT4G28450	0.9370876385157784
AT1G56110	AT3G10530	0.937079602937254
AT1G69070	AT3G11964	0.9370401158944052
AT1G25260	AT5G11240	0.937020513380179
AT1G15440	AT1G54770	0.9369902642094343
AT1G15930	AT3G11510	0.9369656883643452
AT1G06380	AT1G79150	0.9369488605628021
AT1G60850	AT2G19540	0.9369057131145228
AT1G56110	AT4G01560	0.9368845233571962
AT1G54770	AT5G59240	0.9368567410544851
AT1G42440	AT1G63810	0.9368527182654883
AT1G06720	AT5G52820	0.9368408928908167
AT1G12650	AT2G40360	0.9367844987424316
AT1G42440	AT5G57280	0.9367841092193746
AT1G50920	AT2G34570	0.9367628553581934
AT1G65860	AT4G12030	0.9367625259122214
AT1G06720	AT4G28200	0.9367533640685014
AT1G02870	AT3G26410	0.9367491296494903
AT1G15980	AT1G74730	0.9367401021710816
AT1G15440	AT2G47250	0.936734594946315
AT1G52980	AT5G50320	0.9366938132041283
AT1G15440	AT4G10620	0.9366586757045658
AT1G04070	AT3G27080	0.936650393482834
AT3G56090	AT5G03240	0.9366436681800906
AT1G10490	AT4G23540	0.9366191265905072
AT1G66580	AT3G58700	0.9366154398266868
AT1G06380	AT5G38720	0.936591187025861
AT1G69070	AT5G14520	0.9365442596762625
AT1G09340	AT1G56190	0.9365300420054924
AT1G73540	AT3G44260	0.9365259296175611
AT1G26880	AT4G26230	0.9365058102523782
AT1G11800	AT1G29940	0.9365050961165382
AT1G10490	AT3G21540	0.9365047370559835
AT1G75670	AT2G34750	0.9365005809832049
AT1G56110	AT5G54910	0.936431597483702
AT1G53500	AT3G03250	0.9364265124034259
AT1G25260	AT4G04940	0.9364218293754224
AT1G21500	AT1G54780	0.9363696708259605
AT1G32990	AT3G13120	0.9362721112725884
AT1G75670	AT3G26410	0.9362684623351044
AT1G10490	AT5G14520	0.9362526778135938
AT1G52230	AT1G54780	0.9362159785586552
AT1G50920	AT5G11240	0.9361812313533592
AT1G20920	AT3G01150	0.9361597776711057
AT1G05190	AT5G24490	0.9361478632659571
AT1G48030	AT2G35370	0.9361431921020819
AT1G06720	AT5G37130	0.9361334014782379
AT1G75670	AT5G20160	0.9360456656046765
AT1G07070	AT5G08180	0.9360427244476524
AT1G63810	AT3G57150	0.9360296183750244
AT1G31660	AT3G55510	0.936015654450738
AT1G29940	AT1G52930	0.9360101629737766
AT1G77180	AT5G66540	0.936009308168518
AT1G43860	AT5G41190	0.9359827302083916
AT1G22770	AT2G18915	0.9359491698229911
AT1G56110	AT1G72320	0.9359161728201244
AT1G52930	AT3G22660	0.9358711607799506
AT1G18890	AT2G17290	0.9358355517257121
AT1G35140	AT5G57560	0.9358249741756115
AT1G25260	AT5G20160	0.9358159454343827
AT1G04870	AT3G55510	0.9357905731756941
AT1G29940	AT4G25340	0.9357827821092228
AT1G02870	AT1G16280	0.9357238621133754
AT1G15420	AT2G47990	0.9356089340308955
AT1G75670	AT5G16750	0.9356051332299804
AT1G75270	AT2G31570	0.9355963911051508
AT1G75690	AT4G28660	0.9355900581837115
AT1G72440	AT5G55920	0.9355844473218633
AT1G63810	AT2G40360	0.9355375416528224
AT1G56110	AT2G40700	0.9355236504064545
AT1G52980	AT3G57150	0.9354934116161254
AT1G24100	AT4G30530	0.9354773135782241
AT1G32990	AT5G52970	0.9354644219855033
