protein1	protein2
KMT2A	RUNX1
KMT2A	MYB
KMT2A	KMT2B
KMT2A	ZFPM1
KMT2A	PHF20
KMT2A	DOT1L
KMT2A	ASH1L
KMT2A	BPTF
KMT2A	CREB1
KMT2A	MGA
KMT2A	SPI1
KMT2A	MAX
KMT2A	E2F6
HMGA2	TP53
HMGA2	SMAD3
HMGA2	HMGA1
HMGA2	LIN28A
HMGA2	SMAD9
HMGA2	SMAD5
HMGA2	SMAD1
HMGA2	SMAD4
HMGA2	LIN28B
HIF1A	ARNT
HIF1A	NR3C1
HIF1A	HIF3A
HIF1A	SP1
HIF1A	SMAD3
HIF1A	ESR1
HIF1A	EPAS1
HIF1A	NCOA1
HIF1A	MYC
HIF1A	SMAD4
HIF1A	JUN
HIF1A	ARNT2
HIF1A	TP53
HIF1A	CREB1
HIF1A	HEY2
HIF1A	STAT6
HIF1A	FOXO3
HIF1A	RORA
HIF1A	STAT3
NFE2	MAF
NFE2	MAFF
NFE2	GATA1
NFE2	RUNX1
NFE2	MAFK
NFE2	MAFG
TRERF1	NR5A1
TRERF1	DNTTIP1
NR4A1	FOS
NR4A1	RXRB
NR4A1	FOSB
NR4A1	NFATC1
NR4A1	MEF2D
NR4A1	RXRA
NR4A1	EGR1
NR4A1	RXRG
SMAD5	RUNX2
SMAD5	ATF2
SMAD5	CTCF
SMAD5	SMAD9
SMAD5	GATA4
SMAD5	SMAD4
SMAD5	NKX2-5
SMAD5	HMGA2
SMAD5	SKI
SMAD5	SMAD1
MIXL1	FOXH1
MIXL1	T
TET2	WT1
TET2	CXXC4
SP7	RUNX2
SP7	PITX2
SP7	MSX2
SP7	SOX9
SP7	DLX5
EGR4	NFATC2
EGR4	NFATC1
EGR4	NFATC3
HES7	MESP2
HES7	TBX6
HES7	RBPJ
BAZ2A	DNMT1
BAZ2A	TTF1
BAZ2A	MBD2
NR1H4	RXRB
NR1H4	SREBF1
NR1H4	NCOA1
NR1H4	RXRA
NR1H4	RXRG
NR1H4	NCOA2
NR1H4	SREBF2
VDR	RUNX2
VDR	RXRB
VDR	SMAD3
VDR	NCOA1
VDR	RXRA
VDR	RXRG
VDR	SMAD4
VDR	RARG
VDR	FOXO3
VDR	RARB
VDR	RARA
MTERF2	MTERF3
MTERF2	MTERF4
DDIT3	NFYC
DDIT3	JUN
DDIT3	NFE2L2
DDIT3	ATF3
DDIT3	XBP1
DDIT3	ATF4
DDIT3	ATF6
DDIT3	NFYB
DDIT3	CEBPB
DDIT3	NFYA
DDIT3	ATF6B
RAX2	CRX
RAX2	LEUTX
EMX2	FOXG1
DUXA	TPRX1
MEIS3	PBX4
MEIS2	MEIS1
MEIS2	LMX1B
MEIS2	HOXB13
MEIS2	PBX2
MEIS2	DLX3
MEIS2	PBX1
MEIS2	PAX6
MEIS2	PBX3
MEIS2	EN1
NRL	FIZ1
NRL	CRX
NRL	NR2E3
ZEB2	SMAD3
ZEB2	TWIST1
ZEB2	ZEB1
ZNF423	ZNF219
ZNF423	EBF1
ZNF423	PPARG
CENPT	CENPA
CENPT	AHCTF1
DUX4	ETV5
GTF2I	GTF2IRD1
GTF2I	CDC5L
SAFB	ESR1
SAFB	SAFB2
ZSCAN18	ZNF396
IRF3	JUN
IRF3	NR3C1
IRF3	STAT2
IRF3	ATF2
IRF3	PIN1
IRF3	IRF2
IRF3	IRF9
IRF3	IRF1
IRF3	IRF4
IRF3	SP100
IRF3	IRF7
IRF3	IRF5
IRF3	GTF2B
IRF3	RELA
IRF3	GTF3A
IRF3	EGR1
IRF3	IRF6
SPIB	IRF4
TEAD2	TEAD3
TEAD2	TEAD4
TEAD2	RUNX3
TEAD2	LEF1
TEAD2	TEAD1
TEAD2	TCF7
TEAD2	TCF7L2
TEAD2	TCF7L1
ZNF446	ZNF24
ZNF446	ZKSCAN4
NR1H3	PPARA
NR1H3	RXRB
NR1H3	SP1
NR1H3	SREBF1
NR1H3	RELA
NR1H3	NR1H2
NR1H3	NCOA1
NR1H3	RXRA
NR1H3	RXRG
NR1H3	JUN
LHX1	PAX2
ZNF282	ZNF398
ZNF282	ZNF212
ZNF274	NFIC
ZNF274	TP53
DPF3	ARID2
MYC	NFYC
MYC	JUND
MYC	KDM5B
MYC	MYB
MYC	SP1
MYC	NANOG
MYC	CTCF
MYC	SMAD3
MYC	ESR1
MYC	GATA3
MYC	KLF4
MYC	RUNX3
MYC	RXRA
MYC	NFYA
MYC	BCL6
MYC	SMAD4
MYC	TCF7L2
MYC	E2F4
MYC	TCF7L1
MYC	FOXM1
MYC	JUN
MYC	FOS
MYC	PIN1
MYC	FOXR1
MYC	E2F5
MYC	TP53
MYC	TBP
MYC	GFI1
MYC	YY1
MYC	TFDP1
MYC	TP73
MYC	HNF1A
MYC	HNF4A
MYC	FOXR2
MYC	NCOA3
MYC	POU5F1
MYC	NR2F1
MYC	PPARA
MYC	FOSB
MYC	LIN28A
MYC	STAT6
MYC	TFAP2C
MYC	FOXO3
MYC	IRF8
MYC	SOX2
MYC	LEF1
MYC	ZBTB17
MYC	STAT3
MYC	TFAP2A
MYC	RELA
MYC	NFYB
MYC	CEBPB
MYC	AR
MYC	MAX
MYC	HBP1
MYC	HIF1A
MYC	RBPJ
HNF1B	ONECUT1
HNF1B	HNF4A
HNF1B	PTF1A
MTERF4	MTERF1
MTERF4	MTERF2
GTF2IRD2B	GTF2IRD2
ZNF280B	ZNF280A
E2F8	E2F1
E2F8	TP53
E2F8	E2F7
E2F8	TFDP3
E2F8	FOXM1
CREB3L1	CREB3L4
CREB3L1	CREB3L2
CREB3L1	ATF2
CREB3L1	CREB1
CREB3L1	ATF4
CREB3L1	CREB5
CREB3L1	ATF1
CREB3L1	CREB3
CREB3L1	ATF6B
CREB3L1	CREB3L3
NR4A3	RUNX1
PCGF2	YY1
PCGF2	TFDP1
PCGF2	NCOA3
PCGF2	PCGF6
PCGF2	PAX6
PCGF2	CBX2
PCGF2	RXRA
PCGF2	AEBP2
PCGF2	RARB
PCGF2	RARA
PCGF2	E2F6
DACH1	DACH2
DACH1	SIX6
DACH1	PAX6
DACH1	SIX1
NR2E3	NRL
NR2E3	CRX
TWIST2	TWIST1
TWIST2	SNAI2
TWIST2	FERD3L
ELK1	JUN
ELK1	FOS
ELK1	SRF
ELK1	ELK4
PHF19	PHF1
PHF19	AEBP2
PHF19	MTF2
PHF19	DNMT1
HOXA3	HOXA5
HOXA3	HOXA6
HOXA3	HOXB6
HOXA3	MAFB
HOXA3	HOXC4
HOXA3	CTCF
HOXA3	PBX1
HOXA3	HOXB7
HOXA3	HOXB1
HOXA3	PKNOX1
HOXA3	HOXB5
HOXA3	HOXB4
FOXP1	FOXP3
AEBP2	LTF
AEBP2	THAP1
AHR	E2F1
AHR	FOXA1
AHR	NCOA1
AHR	NCOA2
AHR	NR2F1
AHR	RELA
AHRR	ESR1
AHR	SMAD4
AHR	TBP
AR	AHR
AR	ARID3B
AR	ARID5A
AR	ARID5B
AR	DPF1
AR	E2F1
AR	E2F4
AR	ELF3
AR	ERG
AR	ETV5
AR	FOXG1
AR	GLI2
AR	GLI3
AR	HIF1A
AR	HNF4A
ARID3A	ARID3B
ARID3A	ARID3C
ARID3A	E2F2
ARID3A	E2F4
ARID3A	SP100
ARID5A	ESR1
ARID5A	RHOXF2
AR	JUN
AR	KMT2A
AR	LCOR
AR	NR2C2
ARNT2	IKZF3
ARNT2	MEIS2
ARNT2	MEOX2
ARNT2	NCOA3
ARNT2	NPAS2
ARNT2	PLSCR1
ARNT2	RBCK1
ARNT2	REL
ARNT2	RFX6
ARNT2	ZNF341
ARNT	ESR1
ARNT	HEY1
ARNTL2	RORC
ARNTL	AHR
ARNTL	EPAS1
ARNTL	HIF1A
ARNTL	RORC
ARNTL	ZNF174
ARNTL	ZNF207
ARNTL	ZNF44
ARNT	NCOA2
ARNT	TEAD2
AR	PATZ1
AR	PAX6
AR	RELA
AR	SMAD1
AR	SRY
AR	TBP
AR	TFAP2A
AR	TGIF1
AR	TMF1
AR	ZBTB1
AR	ZBTB16
AR	ZBTB7A
AR	ZNF318
ASCL1	MEF2A
ASCL1	MEF2C
ASCL1	MEF2D
ATF1	FOSL2
ATF1	JUNB
ATF2	BACH1
ATF2	BATF
ATF2	CEBPA
ATF2	CEBPB
ATF2	FOSL1
ATF3	BATF
ATF3	BATF3
ATF3	CEBPA
ATF3	CEBPE
ATF3	CEBPG
ATF3	FOSL1
ATF3	MAFF
ATF3	PDX1
ATF3	RELA
ATF3	STAT1
ATF3	TP63
ATF3	TP73
ATF4	BATF
ATF4	BATF3
ATF4	CEBPA
ATF4	CEBPE
ATF4	FOS
ATF4	GTF2B
ATF4	JUNB
ATF4	MAF
ATF4	NFE2L2
ATF4	TBP
ATF4	ZNF212
ATF4	ZNF226
ATF6B	CREBZF
ATF6	SP1
ATF6	SREBF2
ATF6	SRF
ATF7	CREB1
ATF7	MBD3
ATOH1	MGA
ATOH1	SON
BACH1	ATF7
BACH1	CREBZF
BACH1	MAFF
BACH1	MAFG
BACH1	MAFK
BACH1	NANOG
BACH1	NFE2L2
BACH1	PATZ1
BACH1	POU5F1
BACH1	RBCK1
BACH1	SOX2
BACH1	TCF4
BACH1	TP53
BACH1	ZNF131
BACH2	BCL6
BACH2	MAFF
BACH2	MAFG
BACH2	PATZ1
BARX1	HOXD9
BATF2	ATF4
BATF2	CEBPA
BATF2	CEBPG
BATF2	DDIT3
BATF2	JUNB
BATF2	MAFF
BATF2	RELA
BATF3	ATF2
BATF3	ATF3
BATF3	ATF4
BATF3	ATF7
BATF3	BACH1
BATF3	BACH2
BATF3	BATF
BATF3	CEBPA
BATF3	CEBPE
BATF3	CEBPG
BATF3	DBP
BATF3	MAFF
BATF3	MAFG
BATF3	USF1
BATF3	ZBTB10
BATF3	ZNF451
BATF	ATF2
BATF	ATF3
BATF	ATF4
BATF	BATF3
BATF	CEBPA
BATF	CEBPE
BATF	CEBPG
BATF	DBP
BATF	DDIT3
BAZ2B	ZBTB8A
BCL11A	MBD3
BCL11A	NR2E1
BCL11A	NR2E3
BCL11A	NR2F1
BCL11A	NR2F6
BCL11B	MBD3
BCL11B	NR2F1
BCL11B	SP1
BCL6	ARHGAP35
BCL6	ARNT2
BCL6	ATF7
BCL6	BACH2
BCL6B	BCL6
BCL6	BCL11A
BCL6	BCL6B
BCL6	E2F3
BCL6	EBF1
BCL6	FOXM1
BCL6	GATA1
BCL6	HNF1A
BCL6	HSF4
BCL6	JUN
BCL6	JUNB
BCL6	JUND
BCL6	KDM2A
BCL6	KMT2B
BCL6	MBD3
BCL6	NKRF
BCL6	PIN1
BCL6	POU2F3
BCL6	SPI1
BCL6	YY1
BCL6	ZBTB16
BCL6	ZBTB7B
BCL6	ZNF443
BHLHA15	PRDM10
BHLHA15	YBX1
BHLHA15	YBX3
BHLHA15	ZFP91
BHLHA15	ZNF579
BHLHE40	HIVEP1
BHLHE40	SETDB1
BHLHE40	STAT3
BHLHE40	TP53
BHLHE40	ZHX1
BHLHE41	CEBPA
BHLHE41	CEBPB
BHLHE41	HIF1A
BHLHE41	MYOD1
BHLHE41	RORC
BPTF	MAZ
BPTF	NFE2L2
CBX2	CENPA
CBX2	GTF2I
CBX2	MGA
CBX2	ZKSCAN7
CDC5L	AKAP8
CDC5L	MYT1L
CDC5L	RXRB
CDC5L	SON
CDC5L	THAP1
CDC5L	ZBTB7C
CDC5L	ZNF35
CDC5L	ZNF451
CDC5L	ZSCAN1
CDX1	ASH1L
CDX1	CEBPA
CDX1	GLYR1
CDX1	MTERF3
CDX1	ZNF107
CDX1	ZNF121
CDX1	ZNF431
CDX2	HNF1A
CDX2	PAX6
CDX2	RELA
CEBPA	AR
CEBPA	ATF3
CEBPA	ATF4
CEBPA	ATF5
CEBPA	BATF
CEBPA	BATF2
CEBPA	BATF3
CEBPA	BHLHE41
CEBPA	CDX1
CEBPA	CEBPE
CEBPA	CEBPG
CEBPA	DDIT3
CEBPA	ESR1
CEBPA	FOSL1
CEBPA	HIF1A
CEBPA	MAF
CEBPA	MAX
CEBPA	MNT
CEBPA	NR1I2
CEBPA	NR3C1
CEBPA	RARA
CEBPA	RARB
CEBPA	SP110
CEBPA	VDR
CEBPA	ZBTB16
CEBPA	ZEB2
CEBPA	ZNF45
CEBPB	AR
CEBPB	EGR1
CEBPB	HMGA1
CEBPB	NR3C1
CEBPB	NRF1
CEBPB	RARB
CEBPB	SP1
CEBPB	SP3
CEBPB	SPI1
CEBPD	SMAD3
CEBPD	SMAD4
CEBPE	ALX4
CEBPE	ATF3
CEBPE	ATF4
CEBPE	ATF5
CEBPE	BATF
CEBPE	BATF2
CEBPE	BATF3
CEBPE	CEBPA
CEBPE	CEBPG
CEBPE	DDIT3
CEBPE	E2F1
CEBPE	FOS
CEBPE	FOSL1
CEBPE	JUN
CEBPE	KDM2B
CEBPE	POU2F1
CEBPE	STAT6
CEBPE	TBX2
CEBPE	ZFP2
CEBPE	ZNF384
CEBPG	ATF2
CEBPG	ATF3
CEBPG	BATF
CEBPG	BATF2
CEBPG	BATF3
CEBPG	CEBPA
CEBPG	CEBPE
CEBPG	CREB3
CEBPG	DDIT3
CEBPG	FOS
CEBPG	FOSL1
CEBPG	JUN
CEBPG	KLF5
CEBPZ	NFYB
CEBPZ	TP53
CEBPZ	TP73
CENPA	ZFP91
CLOCK	RARA
CLOCK	RORB
CLOCK	RORC
CREB1	ATF6
CREB1	DEAF1
CREB1	DR1
CREB1	HMGA1
CREB1	HMGA2
CREB1	HOXD13
CREB1	JUND
CREB1	MTF2
CREB1	NFATC2
CREB1	NFIA
CREB1	NFIC
CREB1	NFIL3
CREB1	NFIX
CREB1	NFYA
CREB1	NFYB
CREB1	NR3C1
CREB1	NR5A2
CREB1	PBX2
CREB1	POU2F1
CREB1	RFX3
CREB1	RFX5
CREB1	SREBF2
CREB1	STAT3
CREB1	ZBTB21
CREB1	ZHX1
CREB1	ZNF131
CREB1	ZNF35
CREB1	ZNF436
CREB1	ZNF451
CREB1	ZNF92
CREB3	ATF3
CREB3L1	HIF1A
CREB3L3	CREBZF
CREB3L4	CREM
CREB3	NFE2L2
CREB5	BACH1
CREBZF	ATF4
CREBZF	NFE2L1
CREBZF	TP53
CREBZF	XBP1
CREM	SP100
CREM	TBP
CRX	GCM2
CRX	SOX5
CRX	SP1
CRX	SP3
CRX	SP4
CSRNP1	ZNF417
CSRNP1	ZNF587
CTCFL	SP1
CTCFL	TBP
CTCF	SMAD3
CTCF	YBX1
CUX1	SATB1
CXXC1	DNMT1
CXXC1	KMT2A
CXXC1	THAP3
CXXC1	TP53
CXXC5	VDR
DACH1	CREB1
DACH1	FOXO1
DACH1	JUN
DACH1	MYC
DACH1	SMAD3
DACH1	SMAD4
DACH1	SOX3
DACH1	TCF3
DACH1	TEAD2
DACH1	TP53
DBP	ATF3
DBP	BATF
DBP	BATF2
DBP	BATF3
DBP	CEBPA
DBP	CEBPG
DBP	DDIT3
DBP	EPAS1
DBP	HLF
DDIT3	ARID2
DDIT3	ATF2
DDIT3	BACH1
DDIT3	BACH2
DDIT3	BATF
DDIT3	BATF2
DDIT3	BATF3
DDIT3	CEBPA
DDIT3	CREB3
DDIT3	CREB3L1
DDIT3	DBP
DDIT3	DPF3
DDIT3	EPAS1
DDIT3	FOS
DDIT3	FOSL1
DDIT3	FOSL2
DDIT3	HOXA5
DDIT3	JUNB
DDIT3	JUND
DDIT3	MAFF
DDIT3	MAFG
DDIT3	NFIL3
DDIT3	SNAPC5
DDIT3	ZBTB25
DDIT3	ZSCAN31
DEAF1	CREB1
DEAF1	SP1
DEAF1	SP3
DLX2	DLX5
DLX2	HOXC8
DLX2	MSX1
DLX2	MSX2
DLX5	DLX2
DLX5	HOXC8
DLX5	MSX1
DMRTA1	STAT5B
DMTF1	TP53
DNMT1	CXXC1
DNMT1	HIC1
DNMT1	L3MBTL3
DNMT1	MBD3
DNMT1	NR2C1
DNMT1	NR2C2
DNMT1	RUNX1
DNMT1	SNAI1
DNMT1	SP3
DOT1L	MYCN
DOT1L	NR5A1
DOT1L	STAT1
DOT1L	YBX3
DPF1	NFKB1
DPF1	RELA
DPF3	NFKB1
DPF3	RELA
E2F1	AR
E2F1	ARID3A
E2F1	CEBPD
E2F1	CEBPE
E2F1	ESR1
E2F1	L3MBTL3
E2F1	NCOA3
E2F1	NFKB1
E2F1	PURA
E2F1	RARA
E2F1	SP2
E2F1	SP3
E2F1	SP4
E2F1	SPIB
E2F1	STAT1
E2F1	TEAD3
E2F1	TFDP2
E2F2	KMT2A
E2F2	SPIB
E2F3	MGA
E2F3	MYBL2
E2F3	SPIB
E2F3	TEAD3
E2F3	USF1
E2F4	AR
E2F4	KMT2A
E2F4	MGA
E2F4	SPIB
E2F4	TFDP2
E2F6	DNMT1
E2F6	DNTTIP1
E2F6	HMG20B
E2F6	NFYA
E2F6	TFDP2
E2F6	ZBTB17
E2F6	ZBTB32
E2F6	ZFPM2
E2F7	HIF1A
E4F1	GZF1
E4F1	HIC2
E4F1	YBX1
E4F1	YBX3
E4F1	ZBTB11
E4F1	ZBTB24
E4F1	ZC3H8
E4F1	ZNF574
E4F1	ZNF579
E4F1	ZNF70
E4F1	ZNF770
E4F1	ZNF771
E4F1	ZSCAN25
EBF1	HOMEZ
EEA1	MAZ
EGR1	ARID2
EGR1	CEBPB
EGR1	FOSL2
EGR1	PITX1
EGR1	SP1
ELF1	HOXC13
ELF1	NFKB1
ELF1	REL
ELF2	ZBTB32
ELF3	AR
ELF3	EHF
ELF3	MYC
ELF3	NFKB1
ELF3	RELA
ELF3	SOX9
ELF3	TBP
ELF5	NFE2
ELK1	EMX1
ELK1	EPAS1
ELK1	FLI1
ELK1	HOXB13
ELK1	KLF4
ELK3	TCF3
EMX1	ALX4
EMX1	HOXA10
EMX1	PRDM4
EMX1	TP63
EMX2	MEIS1
EN2	FOXA2
EPAS1	AKAP8L
EPAS1	BATF
EPAS1	BATF2
EPAS1	BATF3
EPAS1	CREB3L1
EPAS1	DBP
EPAS1	DDIT3
EPAS1	ESR1
EPAS1	JUN
EPAS1	KLF6
EPAS1	MITF
EPAS1	MYBL2
EPAS1	SMAD3
EPAS1	SOX10
EPAS1	SP1
EPAS1	STAT5A
EPAS1	TET1
EPAS1	TFAP2A
EPAS1	USF2
ERG	AR
ERG	CDC5L
ERG	JUN
ESR1	AKAP8
ESR1	ARID5A
ESR1	ARNT
ESR1	E2F1
ESR1	E2F6
ESR1	EPAS1
ESR1	FOXK2
ESR1	FOXO1
ESR1	FOXO4
ESR1	GLYR1
ESR1	HBP1
ESR1	HOXC10
ESR1	HOXD9
ESR1	KDM2A
ESR1	KLF5
ESR1	LCOR
ESR1	MBD2
ESR1	MYOD1
ESR1	NFYA
ESR1	NR2C2
ESR1	PA2G4
ESR1	PATZ1
ESR1	PBX1
ESR1	PRDM2
ESR1	PRR12
ESR1	RBCK1
ESR1	RELA
ESR1	SAFB2
ESR1	SMYD3
ESR1	SP2
ESR1	SP3
ESR1	YBX1
ESR1	YBX3
ESR1	ZBTB17
ESR1	ZNF131
ESR1	ZNF182
ESR1	ZNF512B
ESR2	ADNP
ESR2	AHCTF1
ESR2	AHDC1
ESR2	AKAP8
ESR2	AKAP8L
ESR2	ANKZF1
ESR2	ARHGAP35
ESR2	ARID2
ESR2	ARID3A
ESR2	ARID5A
ESR2	ARID5B
ESR2	ARNT
ESR2	BBX
ESR2	BCL11B
ESR2	BPTF
ESR2	CASZ1
ESR2	CC2D1A
ESR2	CEBPZ
ESR2	CHAMP1
ESR2	CHCHD3
ESR2	CIC
ESR2	CREB1
ESR2	CREB3L4
ESR2	CREB5
ESR2	CTCF
ESR2	CUX1
ESR2	DNTTIP1
ESR2	ELF2
ESR2	ESRRB
ESR2	ETV6
ESR2	FOXJ2
ESR2	FOXJ3
ESR2	FOXK1
ESR2	FOXO3
ESR2	FOXP1
ESR2	FOXP4
ESR2	GABPA
ESR2	GATAD2B
ESR2	GLYR1
ESR2	GRHL2
ESR2	GTF2I
ESR2	GZF1
ESR2	HMG20A
ESR2	KDM2A
ESR2	KDM2B
ESR2	KLF5
ESR2	KMT2A
ESR2	KMT2B
ESR2	LMX1B
ESR2	MBD4
ESR2	MEOX2
ESR2	MGA
ESR2	MLXIPL
ESR2	MTERF3
ESR2	MTERF4
ESR2	MTF1
ESR2	NFATC3
ESR2	NFIB
ESR2	NFIC
ESR2	NFIX
ESR2	NFKB2
ESR2	NFX1
ESR2	NFXL1
ESR2	NFYC
ESR2	NKX2-3
ESR2	NME2
ESR2	NR2F2
ESR2	NR2F6
ESR2	PA2G4
ESR2	PATZ1
ESR2	PBX1
ESR2	PKNOX1
ESR2	PLSCR1
ESR2	PRDM10
ESR2	PRDM15
ESR2	PREB
ESR2	PRR12
ESR2	PURB
ESR2	RBPJ
ESR2	REXO4
ESR2	RFX1
ESR2	RFX6
ESR2	SAFB
ESR2	SAFB2
ESR2	SIX4
ESR2	SON
ESR2	SOX13
ESR2	SP100
ESR2	SP110
ESR2	SP3
ESR2	SPDEF
ESR2	STAT1
ESR2	STAT2
ESR2	STAT3
ESR2	TCF20
ESR2	TERF2
ESR2	TFAP2B
ESR2	TGIF1
ESR2	THAP4
ESR2	TMF1
ESR2	TTF1
ESR2	UBP1
ESR2	USF1
ESR2	USF2
ESR2	VEZF1
ESR2	WIZ
ESR2	YBX2
ESR2	YBX3
ESR2	ZBTB10
ESR2	ZBTB11
ESR2	ZBTB7A
ESR2	ZBTB7B
ESR2	ZFHX3
ESR2	ZFP62
ESR2	ZFP64
ESR2	ZGPAT
ESR2	ZHX2
ESR2	ZHX3
ESR2	ZNF146
ESR2	ZNF148
ESR2	ZNF16
ESR2	ZNF217
ESR2	ZNF22
ESR2	ZNF24
ESR2	ZNF276
ESR2	ZNF28
ESR2	ZNF281
ESR2	ZNF292
ESR2	ZNF316
ESR2	ZNF318
ESR2	ZNF326
ESR2	ZNF48
ESR2	ZNF512
ESR2	ZNF574
ESR2	ZNF592
ESR2	ZNF609
ESR2	ZNF618
ESR2	ZNF652
ESR2	ZNF668
ESR2	ZNF740
ESR2	ZNF746
ESR2	ZNF768
ESR2	ZNF777
ESR2	ZNF787
ESR2	ZNF800
ESR2	ZNF845
ESRRA	HIF1A
ESRRA	PROX1
ESRRA	ZNF606
ESRRB	HIF1A
ESRRG	HIF1A
ESRRG	MEOX2
ESRRG	NR0B1
ESRRG	PROX1
ETS1	AR
ETS1	ATF2
ETS1	EPAS1
ETS1	MAF
ETS1	MEIS1
ETS1	NFKB1
ETS1	SMAD3
ETS1	SP100
ETS1	ZBTB7A
ETS2	ERG
ETS2	TP53
ETS2	TWIST1
ETS2	TWIST2
ETV1	NCOA3
ETV4	EPAS1
ETV4	HIF1A
ETV4	HOXD4
ETV4	JUN
ETV5	HOXD9
ETV6	FLI1
ETV6	L3MBTL1
FAM170A	ZNF358
FAM170A	ZNF703
FLI1	ARID2
FLI1	ETV6
FLI1	SMAD3
FLI1	SOX30
FLI1	SRF
FLYWCH1	SETDB1
FOS	ATF4
FOS	DDIT3
FOS	HOXD13
FOS	KDM2A
FOS	KDM2B
FOSL1	CREB5
FOSL1	USF1
FOSL2	ATF2
FOSL2	ATF7
FOSL2	BACH2
FOSL2	CREB5
FOSL2	DDIT3
FOSL2	USF2
FOS	MAFB
FOS	MTERF4
FOS	NCOA2
FOS	NFAT5
FOS	NFIX
FOS	NR2F1
FOS	NR2F6
FOS	PIN1
FOS	USF1
FOS	USF2
FOS	ZNF133
FOXA1	AHR
FOXA1	ALX4
FOXA1	CREB1
FOXA1	DLX1
FOXA1	DLX5
FOXA1	DNMT1
FOXA1	FOXA3
FOXA1	GRHL2
FOXA1	GTF2I
FOXA1	HMGA1
FOXA1	HOXB9
FOXA1	HOXD13
FOXA1	KAT7
FOXA1	NFIC
FOXA1	NFIX
FOXA1	NKRF
FOXA1	NKX2-5
FOXA1	NR2F2
FOXA1	ONECUT1
FOXA1	PBX1
FOXA1	REXO4
FOXA1	SAFB
FOXA1	SATB1
FOXA1	SATB2
FOXA1	TFAP4
FOXA1	TRPS1
FOXA1	UBP1
FOXA1	ZFP42
FOXA1	ZFP91
FOXA2	DACH1
FOXA2	FOXN2
FOXA2	HOXB13
FOXA2	HOXD13
FOXA2	SALL1
FOXA2	SATB2
FOXA3	AKAP8
FOXA3	ALX4
FOXA3	BARX1
FOXA3	FOXP3
FOXA3	HIC2
FOXA3	HOXD13
FOXA3	KLF16
FOXA3	NR2F1
FOXA3	PPARA
FOXA3	SATB2
FOXA3	STAT1
FOXA3	TP53
FOXA3	ZBTB33
FOXB1	ARID3A
FOXB1	ARID3B
FOXB1	E4F1
FOXB1	HIC2
FOXB1	HOXA10
FOXB1	HOXD13
FOXB1	PA2G4
FOXB1	SALL1
FOXB1	SATB1
FOXB1	SATB2
FOXB1	SIX5
FOXB1	TFAP2A
FOXB1	TP53
FOXB1	YY1
FOXB1	ZBTB33
FOXB1	ZBTB40
FOXB1	ZFHX4
FOXB1	ZNF131
FOXC1	CREB1
FOXC1	DACH1
FOXC1	DLX5
FOXC1	FOXC2
FOXC1	FOXD4
FOXC1	GATAD2B
FOXC1	HOXB9
FOXC1	HOXC13
FOXC1	HOXD13
FOXC1	MECP2
FOXC1	MEIS1
FOXC1	NFIC
FOXC1	NFIX
FOXC1	PBX1
FOXC1	PBX2
FOXC1	POU2F1
FOXC1	SALL1
FOXC1	SATB1
FOXC1	SATB2
FOXC1	TFCP2
FOXC1	TP53
FOXC1	UBP1
FOXC2	AKAP8
FOXC2	CREB1
FOXC2	DACH1
FOXC2	DLX5
FOXC2	EBF3
FOXC2	FOXC1
FOXC2	HOXB13
FOXC2	HOXB9
FOXC2	HOXC13
FOXC2	HOXD13
FOXC2	NFIA
FOXC2	NR2F1
FOXC2	PITX2
FOXC2	POU2F1
FOXC2	POU2F2
FOXC2	SALL1
FOXC2	SATB1
FOXC2	SATB2
FOXC2	TFCP2
FOXC2	UBP1
FOXC2	ZBTB34
FOXC2	ZNF536
FOXD3	CUX1
FOXD3	DRAP1
FOXD3	FOXD1
FOXD3	HOXB9
FOXD3	HOXD13
FOXD3	SATB1
FOXD3	SATB2
FOXD3	UBP1
FOXD4	FOXD1
FOXD4	FOXD2
FOXD4	FOXD4L1
FOXD4L6	FOXD2
FOXD4L6	ZBTB9
FOXD4L6	ZNF496
FOXD4	ZBTB9
FOXE1	ADNP
FOXE1	AKAP8
FOXE1	ALX4
FOXE1	ARID3B
FOXE1	CDX2
FOXE1	CREB1
FOXE1	CUX1
FOXE1	DACH1
FOXE1	DLX5
FOXE1	FOXK2
FOXE1	GATA4
FOXE1	HMGA1
FOXE1	HOXA10
FOXE1	HOXB13
FOXE1	HOXB9
FOXE1	HOXC13
FOXE1	HOXD13
FOXE1	MECP2
FOXE1	NFIC
FOXE1	NKX2-5
FOXE1	PAX3
FOXE1	PBX1
FOXE1	PBX2
FOXE1	PBX3
FOXE1	SALL1
FOXE1	SATB1
FOXE1	SATB2
FOXE1	SIX1
FOXE1	TFAP2A
FOXE1	TFAP4
FOXE1	TFCP2
FOXE1	UBP1
FOXE1	WIZ
FOXE1	ZBTB34
FOXF1	HOXB13
FOXF1	HOXB9
FOXF1	HOXD13
FOXF1	SATB1
FOXF1	SATB2
FOXF2	GTF2B
FOXF2	TBP
FOXG1	ADNP
FOXG1	AKAP8
FOXG1	CUX1
FOXG1	FOXH1
FOXG1	GATAD2B
FOXG1	HOXB13
FOXG1	HOXC13
FOXG1	HOXD13
FOXG1	NR2F1
FOXG1	SALL1
FOXG1	SATB1
FOXG1	SATB2
FOXG1	TP53
FOXG1	WIZ
FOXG1	ZBTB33
FOXH1	ARID3A
FOXH1	ARID3B
FOXH1	PA2G4
FOXH1	TCF3
FOXH1	TGIF1
